CEMETERY|SITECODE|PERIOD|LU_INT|E_DATE|L_DATE|SITECODE|CONTEXT|SEX|AGE|TRAIT_TYPE|GROUP|EXPANSION|VALUE
Medieval-Guildhall Yard|GYE92|11|OA115|1140|1230|10661|UNDETERMINABLE|UNCLASSIFIED ADULT|Age estimate|Iscan et al (1984,1985)|Costochondral Phases 0-8|9|
Medieval-Guildhall Yard|GYE92|11|OA115|1140|1230|10666|UNDETERMINABLE|UNCLASSIFIED ADULT|Age estimate|Overall age code|Overall Age code|11|
Medieval-Guildhall Yard|GYE92|11|OA115|1140|1230|10666|UNDETERMINABLE|UNCLASSIFIED ADULT|Age estimate|Brothwell (1981)|Dental wear (Codes 1-4)|9|
Medieval-Guildhall Yard|GYE92|11|OA115|1140|1230|10666|UNDETERMINABLE|UNCLASSIFIED ADULT|Age estimate|Brooks and Suchey (1990)|Pubic symphysis Phases I-VI|9|
Medieval-Guildhall Yard|GYE92|11|OA115|1140|1230|10666|UNDETERMINABLE|UNCLASSIFIED ADULT|Age estimate|Lovejoy et al (1985)|Auricular surface Phases 1-8|9|
Medieval-Guildhall Yard|GYE92|11|OA115|1140|1230|10666|UNDETERMINABLE|UNCLASSIFIED ADULT|Age estimate|Iscan et al (1984,1985)|Costochondral Phases 0-8|9|
Medieval-Guildhall Yard|GYE92|13|OA219|1270|1350|10682|MALE?|ADULT 18-25 YEARS|Age estimate|Overall age code|Overall Age code|7|
Medieval-Guildhall Yard|GYE92|13|OA219|1270|1350|10682|MALE?|ADULT 18-25 YEARS|Age estimate|Brothwell (1981)|Dental wear (Codes 1-4)|1|
Medieval-Guildhall Yard|GYE92|13|OA219|1270|1350|10682|MALE?|ADULT 18-25 YEARS|Age estimate|Brooks and Suchey (1990)|Pubic symphysis Phases I-VI|9|
Medieval-Guildhall Yard|GYE92|13|OA219|1270|1350|10682|MALE?|ADULT 18-25 YEARS|Age estimate|Lovejoy et al (1985)|Auricular surface Phases 1-8|1|
Medieval-Guildhall Yard|GYE92|13|OA219|1270|1350|10682|MALE?|ADULT 18-25 YEARS|Age estimate|Iscan et al (1984,1985)|Costochondral Phases 0-8|9|
Medieval-Guildhall Yard|GYE92|11|OA115|1140|1230|10688|INTERMEDIATE|ADULT 26-35 YEARS|Age estimate|Overall age code|Overall Age code|8|
Medieval-Guildhall Yard|GYE92|11|OA115|1140|1230|10688|INTERMEDIATE|ADULT 26-35 YEARS|Age estimate|Brothwell (1981)|Dental wear (Codes 1-4)|2|
Medieval-Guildhall Yard|GYE92|11|OA115|1140|1230|10688|INTERMEDIATE|ADULT 26-35 YEARS|Age estimate|Brooks and Suchey (1990)|Pubic symphysis Phases I-VI|9|
Medieval-Guildhall Yard|GYE92|11|OA115|1140|1230|10688|INTERMEDIATE|ADULT 26-35 YEARS|Age estimate|Lovejoy et al (1985)|Auricular surface Phases 1-8|9|
Medieval-Guildhall Yard|GYE92|11|OA115|1140|1230|10688|INTERMEDIATE|ADULT 26-35 YEARS|Age estimate|Iscan et al (1984,1985)|Costochondral Phases 0-8|9|
Medieval-Guildhall Yard|GYE92|11|OA115|1140|1230|10689|UNSEXED CHILD|SUB-ADULT 6-11 YEARS|Age estimate|Gusafson and Koch (1974)|Dental eruption|9|
Medieval-Guildhall Yard|GYE92|11|OA115|1140|1230|10689|UNSEXED CHILD|SUB-ADULT 6-11 YEARS|Age estimate|Overall age estimate|Overall Age (sub-adult)|9|
Medieval-Guildhall Yard|GYE92|11|OA115|1140|1230|10689|UNSEXED CHILD|SUB-ADULT 6-11 YEARS|Age estimate|Overall age code|Overall Age code|5|
Medieval-Guildhall Yard|GYE92|11|OA115|1140|1230|10689|UNSEXED CHILD|SUB-ADULT 6-11 YEARS|Age estimate|Maresh (1970)|Diaphysial lengths|8.5|
Medieval-Guildhall Yard|GYE92|11|OA115|1140|1230|10690|MALE|ADULT 18-25 YEARS|Age estimate|Overall age code|Overall Age code|7|
Medieval-Guildhall Yard|GYE92|11|OA115|1140|1230|10690|MALE|ADULT 18-25 YEARS|Age estimate|Brothwell (1981)|Dental wear (Codes 1-4)|1|
Medieval-Guildhall Yard|GYE92|11|OA115|1140|1230|10690|MALE|ADULT 18-25 YEARS|Age estimate|Brooks and Suchey (1990)|Pubic symphysis Phases I-VI|1|
Medieval-Guildhall Yard|GYE92|11|OA115|1140|1230|10690|MALE|ADULT 18-25 YEARS|Age estimate|Lovejoy et al (1985)|Auricular surface Phases 1-8|1|
Medieval-Guildhall Yard|GYE92|11|OA115|1140|1230|10690|MALE|ADULT 18-25 YEARS|Age estimate|Iscan et al (1984,1985)|Costochondral Phases 0-8|9|
Medieval-Guildhall Yard|GYE92|11|OA115|1140|1230|10695|FEMALE?|ADULT 36-45 YEARS|Age estimate|Overall age code|Overall Age code|9|
Medieval-Guildhall Yard|GYE92|11|OA115|1140|1230|10695|FEMALE?|ADULT 36-45 YEARS|Age estimate|Brothwell (1981)|Dental wear (Codes 1-4)|9|
Medieval-Guildhall Yard|GYE92|11|OA115|1140|1230|10695|FEMALE?|ADULT 36-45 YEARS|Age estimate|Brooks and Suchey (1990)|Pubic symphysis Phases I-VI|9|
Medieval-Guildhall Yard|GYE92|11|OA115|1140|1230|10695|FEMALE?|ADULT 36-45 YEARS|Age estimate|Lovejoy et al (1985)|Auricular surface Phases 1-8|4|
Medieval-Guildhall Yard|GYE92|11|OA115|1140|1230|10695|FEMALE?|ADULT 36-45 YEARS|Age estimate|Iscan et al (1984,1985)|Costochondral Phases 0-8|9|
Medieval-Guildhall Yard|GYE92|11|OA115|1140|1230|10696|UNSEXED CHILD|SUB-ADULT 6-11 YEARS|Age estimate|Overall age estimate|Overall Age (sub-adult)|7|
Medieval-Guildhall Yard|GYE92|11|OA115|1140|1230|10696|UNSEXED CHILD|SUB-ADULT 6-11 YEARS|Age estimate|Overall age code|Overall Age code|5|
Medieval-Guildhall Yard|GYE92|11|OA115|1140|1230|10696|UNSEXED CHILD|SUB-ADULT 6-11 YEARS|Age estimate|Maresh (1970)|Diaphysial lengths|7|
Medieval-Guildhall Yard|GYE92|11|OA115|1140|1230|10699|UNSEXED CHILD|SUB-ADULT 12-17 YEARS|Age estimate|Gusafson and Koch (1974)|Dental eruption|15|
Medieval-Guildhall Yard|GYE92|11|OA115|1140|1230|10699|UNSEXED CHILD|SUB-ADULT 12-17 YEARS|Age estimate|Overall age estimate|Overall Age (sub-adult)|15|
Medieval-Guildhall Yard|GYE92|11|OA115|1140|1230|10699|UNSEXED CHILD|SUB-ADULT 12-17 YEARS|Age estimate|Overall age code|Overall Age code|6|
Medieval-Guildhall Yard|GYE92|11|OA115|1140|1230|10699|UNSEXED CHILD|SUB-ADULT 12-17 YEARS|Age estimate|Maresh (1970)|Diaphysial lengths|11|
Medieval-Guildhall Yard|GYE92|11|OA115|1140|1230|10705|FEMALE|ADULT 26-35 YEARS|Age estimate|Overall age code|Overall Age code|8|
Medieval-Guildhall Yard|GYE92|11|OA115|1140|1230|10705|FEMALE|ADULT 26-35 YEARS|Age estimate|Brothwell (1981)|Dental wear (Codes 1-4)|2|
Medieval-Guildhall Yard|GYE92|11|OA115|1140|1230|10705|FEMALE|ADULT 26-35 YEARS|Age estimate|Brooks and Suchey (1990)|Pubic symphysis Phases I-VI|3|
Medieval-Guildhall Yard|GYE92|11|OA115|1140|1230|10705|FEMALE|ADULT 26-35 YEARS|Age estimate|Lovejoy et al (1985)|Auricular surface Phases 1-8|3|
Medieval-Guildhall Yard|GYE92|11|OA115|1140|1230|10705|FEMALE|ADULT 26-35 YEARS|Age estimate|Iscan et al (1984,1985)|Costochondral Phases 0-8|9|
Medieval-Guildhall Yard|GYE92|11|OA115|1140|1230|10723|MALE?|ADULT 36-45 YEARS|Age estimate|Overall age code|Overall Age code|9|
Medieval-Guildhall Yard|GYE92|11|OA115|1140|1230|10723|MALE?|ADULT 36-45 YEARS|Age estimate|Brothwell (1981)|Dental wear (Codes 1-4)|9|
Medieval-Guildhall Yard|GYE92|11|OA115|1140|1230|10723|MALE?|ADULT 36-45 YEARS|Age estimate|Brooks and Suchey (1990)|Pubic symphysis Phases I-VI|4|
Medieval-Guildhall Yard|GYE92|11|OA115|1140|1230|10723|MALE?|ADULT 36-45 YEARS|Age estimate|Lovejoy et al (1985)|Auricular surface Phases 1-8|4|
Medieval-Guildhall Yard|GYE92|11|OA115|1140|1230|10723|MALE?|ADULT 36-45 YEARS|Age estimate|Iscan et al (1984,1985)|Costochondral Phases 0-8|9|
Medieval-Guildhall Yard|GYE92|11|OA115|1140|1230|10724|UNSEXED CHILD|SUB-ADULT 12-17 YEARS|Age estimate|Scheuer and Black (2000)|Epiphysial fusion|16|
Medieval-Guildhall Yard|GYE92|11|OA115|1140|1230|10724|UNSEXED CHILD|SUB-ADULT 12-17 YEARS|Age estimate|Overall age estimate|Overall Age (sub-adult)|16|
Medieval-Guildhall Yard|GYE92|11|OA115|1140|1230|10724|UNSEXED CHILD|SUB-ADULT 12-17 YEARS|Age estimate|Overall age code|Overall Age code|6|
Medieval-Guildhall Yard|GYE92|11|OA115|1140|1230|10731|FEMALE|ADULT >46 YEARS|Age estimate|Overall age code|Overall Age code|10|
Medieval-Guildhall Yard|GYE92|11|OA115|1140|1230|10731|FEMALE|ADULT >46 YEARS|Age estimate|Brothwell (1981)|Dental wear (Codes 1-4)|3|
Medieval-Guildhall Yard|GYE92|11|OA115|1140|1230|10731|FEMALE|ADULT >46 YEARS|Age estimate|Brooks and Suchey (1990)|Pubic symphysis Phases I-VI|9|
Medieval-Guildhall Yard|GYE92|11|OA115|1140|1230|10731|FEMALE|ADULT >46 YEARS|Age estimate|Lovejoy et al (1985)|Auricular surface Phases 1-8|5|
Medieval-Guildhall Yard|GYE92|11|OA115|1140|1230|10731|FEMALE|ADULT >46 YEARS|Age estimate|Iscan et al (1984,1985)|Costochondral Phases 0-8|9|
Medieval-Guildhall Yard|GYE92|11|OA115|1140|1230|10734|MALE|ADULT 36-45 YEARS|Age estimate|Overall age code|Overall Age code|9|
Medieval-Guildhall Yard|GYE92|11|OA115|1140|1230|10734|MALE|ADULT 36-45 YEARS|Age estimate|Brothwell (1981)|Dental wear (Codes 1-4)|2|
Medieval-Guildhall Yard|GYE92|11|OA115|1140|1230|10734|MALE|ADULT 36-45 YEARS|Age estimate|Brooks and Suchey (1990)|Pubic symphysis Phases I-VI|4|
Medieval-Guildhall Yard|GYE92|11|OA115|1140|1230|10734|MALE|ADULT 36-45 YEARS|Age estimate|Lovejoy et al (1985)|Auricular surface Phases 1-8|9|
Medieval-Guildhall Yard|GYE92|11|OA115|1140|1230|10734|MALE|ADULT 36-45 YEARS|Age estimate|Iscan et al (1984,1985)|Costochondral Phases 0-8|9|
Medieval-Guildhall Yard|GYE92|11|OA115|1140|1230|10739|MALE?|ADULT 36-45 YEARS|Age estimate|Overall age code|Overall Age code|9|
Medieval-Guildhall Yard|GYE92|11|OA115|1140|1230|10739|MALE?|ADULT 36-45 YEARS|Age estimate|Brothwell (1981)|Dental wear (Codes 1-4)|4|
Medieval-Guildhall Yard|GYE92|11|OA115|1140|1230|10739|MALE?|ADULT 36-45 YEARS|Age estimate|Brooks and Suchey (1990)|Pubic symphysis Phases I-VI|9|
Medieval-Guildhall Yard|GYE92|11|OA115|1140|1230|10739|MALE?|ADULT 36-45 YEARS|Age estimate|Lovejoy et al (1985)|Auricular surface Phases 1-8|4|
Medieval-Guildhall Yard|GYE92|11|OA115|1140|1230|10739|MALE?|ADULT 36-45 YEARS|Age estimate|Iscan et al (1984,1985)|Costochondral Phases 0-8|9|
Medieval-Guildhall Yard|GYE92|11|OA115|1140|1230|10756|UNSEXED CHILD|SUB-ADULT 6-11 YEARS|Age estimate|Gusafson and Koch (1974)|Dental eruption|10|
Medieval-Guildhall Yard|GYE92|11|OA115|1140|1230|10756|UNSEXED CHILD|SUB-ADULT 6-11 YEARS|Age estimate|Overall age estimate|Overall Age (sub-adult)|10|
Medieval-Guildhall Yard|GYE92|11|OA115|1140|1230|10756|UNSEXED CHILD|SUB-ADULT 6-11 YEARS|Age estimate|Overall age code|Overall Age code|5|
Medieval-Guildhall Yard|GYE92|11|OA115|1140|1230|10756|UNSEXED CHILD|SUB-ADULT 6-11 YEARS|Age estimate|Maresh (1970)|Diaphysial lengths|7|
Medieval-Guildhall Yard|GYE92|11|OA115|1140|1230|10770|UNSEXED CHILD|SUB-ADULT 1-5 YEARS|Age estimate|Gusafson and Koch (1974)|Dental eruption|3|
Medieval-Guildhall Yard|GYE92|11|OA115|1140|1230|10770|UNSEXED CHILD|SUB-ADULT 1-5 YEARS|Age estimate|Overall age estimate|Overall Age (sub-adult)|3|
Medieval-Guildhall Yard|GYE92|11|OA115|1140|1230|10770|UNSEXED CHILD|SUB-ADULT 1-5 YEARS|Age estimate|Overall age code|Overall Age code|4|
Medieval-Guildhall Yard|GYE92|11|OA115|1140|1230|10770|UNSEXED CHILD|SUB-ADULT 1-5 YEARS|Age estimate|Maresh (1970)|Diaphysial lengths|2|
Medieval-Guildhall Yard|GYE92|11|OA115|1140|1230|10774|MALE|ADULT 36-45 YEARS|Age estimate|Overall age code|Overall Age code|9|
Medieval-Guildhall Yard|GYE92|11|OA115|1140|1230|10774|MALE|ADULT 36-45 YEARS|Age estimate|Brothwell (1981)|Dental wear (Codes 1-4)|2|
Medieval-Guildhall Yard|GYE92|11|OA115|1140|1230|10774|MALE|ADULT 36-45 YEARS|Age estimate|Brooks and Suchey (1990)|Pubic symphysis Phases I-VI|4|
Medieval-Guildhall Yard|GYE92|11|OA115|1140|1230|10774|MALE|ADULT 36-45 YEARS|Age estimate|Lovejoy et al (1985)|Auricular surface Phases 1-8|5|
Medieval-Guildhall Yard|GYE92|11|OA115|1140|1230|10774|MALE|ADULT 36-45 YEARS|Age estimate|Iscan et al (1984,1985)|Costochondral Phases 0-8|9|
Medieval-Guildhall Yard|GYE92|11|OA115|1140|1230|10786|FEMALE|ADULT 36-45 YEARS|Age estimate|Overall age code|Overall Age code|9|
Medieval-Guildhall Yard|GYE92|11|OA115|1140|1230|10786|FEMALE|ADULT 36-45 YEARS|Age estimate|Brothwell (1981)|Dental wear (Codes 1-4)|9|
Medieval-Guildhall Yard|GYE92|11|OA115|1140|1230|10786|FEMALE|ADULT 36-45 YEARS|Age estimate|Brooks and Suchey (1990)|Pubic symphysis Phases I-VI|9|
Medieval-Guildhall Yard|GYE92|11|OA115|1140|1230|10786|FEMALE|ADULT 36-45 YEARS|Age estimate|Lovejoy et al (1985)|Auricular surface Phases 1-8|3|
Medieval-Guildhall Yard|GYE92|11|OA115|1140|1230|10786|FEMALE|ADULT 36-45 YEARS|Age estimate|Iscan et al (1984,1985)|Costochondral Phases 0-8|9|
Medieval-Guildhall Yard|GYE92|11|OA115|1140|1230|10792|MALE|ADULT 26-35 YEARS|Age estimate|Overall age code|Overall Age code|8|
Medieval-Guildhall Yard|GYE92|11|OA115|1140|1230|10792|MALE|ADULT 26-35 YEARS|Age estimate|Brothwell (1981)|Dental wear (Codes 1-4)|1|
Medieval-Guildhall Yard|GYE92|11|OA115|1140|1230|10792|MALE|ADULT 26-35 YEARS|Age estimate|Brooks and Suchey (1990)|Pubic symphysis Phases I-VI|2|
Medieval-Guildhall Yard|GYE92|11|OA115|1140|1230|10792|MALE|ADULT 26-35 YEARS|Age estimate|Lovejoy et al (1985)|Auricular surface Phases 1-8|3|
Medieval-Guildhall Yard|GYE92|11|OA115|1140|1230|10792|MALE|ADULT 26-35 YEARS|Age estimate|Iscan et al (1984,1985)|Costochondral Phases 0-8|9|
Medieval-Guildhall Yard|GYE92|11|OA132|1140|1230|10856|UNSEXED CHILD|SUB-ADULT 6-11 YEARS|Age estimate|Gusafson and Koch (1974)|Dental eruption|8|
Medieval-Guildhall Yard|GYE92|11|OA132|1140|1230|10856|UNSEXED CHILD|SUB-ADULT 6-11 YEARS|Age estimate|Overall age estimate|Overall Age (sub-adult)|8|
Medieval-Guildhall Yard|GYE92|11|OA132|1140|1230|10856|UNSEXED CHILD|SUB-ADULT 6-11 YEARS|Age estimate|Overall age code|Overall Age code|5|
Medieval-Guildhall Yard|GYE92|11|OA132|1140|1230|10856|UNSEXED CHILD|SUB-ADULT 6-11 YEARS|Age estimate|Maresh (1970)|Diaphysial lengths|5|
Medieval-Guildhall Yard|GYE92|11|OA115|1140|1230|10862|UNSEXED CHILD|SUB-ADULT 6-11 YEARS|Age estimate|Gusafson and Koch (1974)|Dental eruption|9|
Medieval-Guildhall Yard|GYE92|11|OA115|1140|1230|10862|UNSEXED CHILD|SUB-ADULT 6-11 YEARS|Age estimate|Overall age estimate|Overall Age (sub-adult)|9|
Medieval-Guildhall Yard|GYE92|11|OA115|1140|1230|10862|UNSEXED CHILD|SUB-ADULT 6-11 YEARS|Age estimate|Overall age code|Overall Age code|5|
Medieval-Guildhall Yard|GYE92|11|OA115|1140|1230|10862|UNSEXED CHILD|SUB-ADULT 6-11 YEARS|Age estimate|Maresh (1970)|Diaphysial lengths|7|
Medieval-Guildhall Yard|GYE92|11|OA115|1140|1230|10890|UNSEXED CHILD|SUB-ADULT 6-11 YEARS|Age estimate|Overall age estimate|Overall Age (sub-adult)|10|
Medieval-Guildhall Yard|GYE92|11|OA115|1140|1230|10890|UNSEXED CHILD|SUB-ADULT 6-11 YEARS|Age estimate|Overall age code|Overall Age code|5|
Medieval-Guildhall Yard|GYE92|11|OA115|1140|1230|10890|UNSEXED CHILD|SUB-ADULT 6-11 YEARS|Age estimate|Maresh (1970)|Diaphysial lengths|10|
Medieval-Guildhall Yard|GYE92|11|OA115|1140|1230|10891|MALE?|ADULT 18-25 YEARS|Age estimate|Overall age code|Overall Age code|7|
Medieval-Guildhall Yard|GYE92|11|OA115|1140|1230|10891|MALE?|ADULT 18-25 YEARS|Age estimate|Brothwell (1981)|Dental wear (Codes 1-4)|9|
Medieval-Guildhall Yard|GYE92|11|OA115|1140|1230|10891|MALE?|ADULT 18-25 YEARS|Age estimate|Brooks and Suchey (1990)|Pubic symphysis Phases I-VI|1|
Medieval-Guildhall Yard|GYE92|11|OA115|1140|1230|10891|MALE?|ADULT 18-25 YEARS|Age estimate|Lovejoy et al (1985)|Auricular surface Phases 1-8|9|
Medieval-Guildhall Yard|GYE92|11|OA115|1140|1230|10891|MALE?|ADULT 18-25 YEARS|Age estimate|Iscan et al (1984,1985)|Costochondral Phases 0-8|9|
Medieval-Guildhall Yard|GYE92|11|OA115|1140|1230|10894|FEMALE|ADULT 26-35 YEARS|Age estimate|Overall age code|Overall Age code|8|
Medieval-Guildhall Yard|GYE92|11|OA115|1140|1230|10894|FEMALE|ADULT 26-35 YEARS|Age estimate|Brothwell (1981)|Dental wear (Codes 1-4)|9|
Medieval-Guildhall Yard|GYE92|11|OA115|1140|1230|10894|FEMALE|ADULT 26-35 YEARS|Age estimate|Brooks and Suchey (1990)|Pubic symphysis Phases I-VI|2|
Medieval-Guildhall Yard|GYE92|11|OA115|1140|1230|10894|FEMALE|ADULT 26-35 YEARS|Age estimate|Lovejoy et al (1985)|Auricular surface Phases 1-8|2|
Medieval-Guildhall Yard|GYE92|11|OA115|1140|1230|10894|FEMALE|ADULT 26-35 YEARS|Age estimate|Iscan et al (1984,1985)|Costochondral Phases 0-8|9|
Medieval-Guildhall Yard|GYE92|11|OA115|1140|1230|10912|FEMALE|ADULT 18-25 YEARS|Age estimate|Scheuer and Black (2000)|Epiphysial fusion|18|
Medieval-Guildhall Yard|GYE92|11|OA115|1140|1230|10912|FEMALE|ADULT 18-25 YEARS|Age estimate|Overall age code|Overall Age code|7|
Medieval-Guildhall Yard|GYE92|11|OA115|1140|1230|10912|FEMALE|ADULT 18-25 YEARS|Age estimate|Brothwell (1981)|Dental wear (Codes 1-4)|1|
